n,B,trial,greedy_score,beam_score
10,2,8,5.23005,6.04187
10,3,8,5.23005,5.99186
10,4,8,5.23005,5.99186
10,5,8,5.23005,5.99186
10,6,8,5.23005,5.99186
10,7,8,5.23005,5.99186
10,8,8,5.23005,5.99186
10,9,8,5.23005,5.99186
10,10,8,5.23005,5.99186
10,1,9,5.43577,5.43577
10,2,9,5.43577,5.61924
10,3,9,5.43577,5.6323
10,4,9,5.43577,5.6323
10,5,9,5.43577,5.6323
10,6,9,5.43577,5.6323
10,7,9,5.43577,5.6323
10,8,9,5.43577,5.6323
10,9,9,5.43577,5.6323
10,10,9,5.43577,5.6323
10,1,10,4.00965,4.00965
10,2,10,4.00965,4.66666
10,3,10,4.00965,4.66666
10,4,10,4.00965,4.66666
10,5,10,4.00965,5.10734
10,6,10,4.00965,5.10734
10,7,10,4.00965,5.10734
10,8,10,4.00965,4.66666
10,9,10,4.00965,5.10734
10,10,10,4.00965,5.10734
10,1,11,5.6193,5.6193
10,2,11,5.6193,5.21628
10,3,11,5.6193,5.21628
10,4,11,5.6193,5.21628
10,5,11,5.6193,5.21628
10,6,11,5.6193,5.21628
10,7,11,5.6193,5.21628
10,8,11,5.6193,5.21628
10,9,11,5.6193,5.21628
10,10,11,5.6193,5.21628
10,1,12,5.46646,5.46646
10,2,12,5.46646,5.75883
10,3,12,5.46646,5.75121
10,4,12,5.46646,5.75121
10,5,12,5.46646,5.75121
10,6,12,5.46646,5.75121
10,7,12,5.46646,5.75121
10,8,12,5.46646,5.75121
10,9,12,5.46646,5.75121
10,10,12,5.46646,5.75121
10,1,13,4.64354,4.64354
10,2,13,4.64354,5.58994
10,3,13,4.64354,5.55106
10,4,13,4.64354,5.55106
10,5,13,4.64354,5.55106
10,6,13,4.64354,5.55106
10,7,13,4.64354,5.55106
10,8,13,4.64354,5.55106
10,9,13,4.64354,5.55106
10,10,13,4.64354,5.55106
10,1,14,5.65033,5.65033
10,2,14,5.65033,5.3873
10,3,14,5.65033,5.3873
10,4,14,5.65033,5.3873
10,5,14,5.65033,5.3873
10,6,14,5.65033,5.3873
10,7,14,5.65033,5.3873
10,8,14,5.65033,5.3873
10,9,14,5.65033,5.3873
10,10,14,5.65033,5.3873
10,1,15,6.04314,6.04314
10,2,15,6.04314,5.07123
10,3,15,6.04314,5.07123
10,4,15,6.04314,5.07123
10,5,15,6.04314,5.76604
10,6,15,6.04314,5.76604
10,7,15,6.04314,5.76604
10,8,15,6.04314,5.07123
10,9,15,6.04314,5.76604
10,10,15,6.04314,5.76604
10,1,16,5.72023,5.72023
10,2,16,5.72023,6.09239
10,3,16,5.72023,6.09239
10,4,16,5.72023,6.01402
10,5,16,5.72023,6.01402
10,6,16,5.72023,6.01402
10,7,16,5.72023,6.01402
10,8,16,5.72023,6.01402
10,9,16,5.72023,6.01402
10,10,16,5.72023,6.01402
10,1,17,4.8373,4.8373
10,2,17,4.8373,5.46873
10,3,17,4.8373,5.6662
10,4,17,4.8373,5.6662
10,5,17,4.8373,5.6662
10,6,17,4.8373,5.6662
10,7,17,4.8373,5.6662
10,8,17,4.8373,5.6662
10,9,17,4.8373,5.6662
10,10,17,4.8373,5.6662
10,1,18,5.76118,5.76118
10,2,18,5.76118,5.50505
10,3,18,5.76118,5.50505
10,4,18,5.76118,5.50505
10,5,18,5.76118,5.80118
10,6,18,5.76118,5.80118
10,7,18,5.76118,5.80118
10,8,18,5.76118,5.50505
10,9,18,5.76118,5.80118
10,10,18,5.76118,5.80118
10,1,19,5.69661,5.69661
10,2,19,5.69661,5.55764
10,3,19,5.69661,5.55764
10,4,19,5.69661,5.55764
10,5,19,5.69661,5.55764
10,6,19,5.69661,5.55764
10,7,19,5.69661,5.55764
10,8,19,5.69661,5.55764
10,9,19,5.69661,5.55764
10,10,19,5.69661,5.55764
15,1,0,18.2204,18.2204
15,2,0,18.2204,18.6187
15,3,0,18.2204,18.6997
15,4,0,18.2204,20.1681
15,5,0,18.2204,19.1997
15,6,0,18.2204,19.1997
15,7,0,18.2204,19.1997
15,8,0,18.2204,19.1997
15,9,0,18.2204,19.1139
15,10,0,18.2204,20.1681
15,1,1,19.7428,19.7428
15,2,1,19.7428,17.8745
15,3,1,19.7428,19.0048
15,4,1,19.7428,19.0048
15,5,1,19.7428,19.0048
15,6,1,19.7428,19.0149
15,7,1,19.7428,19.0149
15,8,1,19.7428,19.0861
15,9,1,19.7428,19.0861
15,10,1,19.7428,19.0861
15,1,2,17.1314,17.1314
15,2,2,17.1314,17.5918
15,3,2,17.1314,17.7887
15,4,2,17.1314,17.7887
15,5,2,17.1314,17.7887
15,6,2,17.1314,17.7887
15,7,2,17.1314,17.7887
15,8,2,17.1314,17.7887
15,9,2,17.1314,17.5918
15,10,2,17.1314,17.8316
15,1,3,19.3742,19.3742
15,2,3,19.3742,19.7983
15,3,3,19.3742,19.7983
15,4,3,19.3742,19.7983
15,5,3,19.3742,20.0497
15,6,3,19.3742,19.7983
15,7,3,19.3742,20.3621
15,8,3,19.3742,20.3621
15,9,3,19.3742,19.8199
15,10,3,19.3742,20.3621
15,1,4,19.4997,19.4997
15,2,4,19.4997,19.5185
15,3,4,19.4997,19.6219
15,4,4,19.4997,19.6219
15,5,4,19.4997,19.5185
15,6,4,19.4997,19.8678
15,7,4,19.4997,19.8678
15,8,4,19.4997,19.8678
15,9,4,19.4997,19.8678
15,10,4,19.4997,19.8678
15,1,5,18.5869,18.5869
15,2,5,18.5869,18.6909
15,3,5,18.5869,18.9846
15,4,5,18.5869,18.9846
15,5,5,18.5869,18.9983
15,6,5,18.5869,18.9983
15,7,5,18.5869,18.9983
15,8,5,18.5869,18.9983
15,9,5,18.5869,20.2222
15,10,5,18.5869,18.9983
15,1,6,18.0633,18.0633
15,2,6,18.0633,17.9446
15,3,6,18.0633,18.5719
15,4,6,18.0633,18.5719
15,5,6,18.0633,18.5719
15,6,6,18.0633,20.1899
15,7,6,18.0633,20.0161
15,8,6,18.0633,20.0161
15,9,6,18.0633,20.1899
15,10,6,18.0633,20.1899
15,1,7,18.3717,18.3717
15,2,7,18.3717,18.7593
15,3,7,18.3717,18.7593
15,4,7,18.3717,18.7593
15,5,7,18.3717,18.8191
15,6,7,18.3717,18.1214
15,7,7,18.3717,18.1214
15,8,7,18.3717,18.1214
15,9,7,18.3717,18.1214
15,10,7,18.3717,18.1214
15,1,8,18.6245,18.6245
15,2,8,18.6245,18.579
15,3,8,18.6245,19.0098
15,4,8,18.6245,19.0098
15,5,8,18.6245,20.4234
15,6,8,18.6245,19.0098
15,7,8,18.6245,19.0098
15,8,8,18.6245,19.2098
15,9,8,18.6245,19.3525
15,10,8,18.6245,19.3525
15,1,9,19.2677,19.2677
15,2,9,19.2677,19.6766
15,3,9,19.2677,19.1489
15,4,9,19.2677,19.1489
15,5,9,19.2677,18.911
15,6,9,19.2677,18.911
15,7,9,19.2677,18.911
15,8,9,19.2677,18.911
15,9,9,19.2677,18.911
15,10,9,19.2677,18.911
15,1,10,17.0936,17.0936
15,2,10,17.0936,18.6529
15,3,10,17.0936,18.6769
15,4,10,17.0936,18.6769
15,5,10,17.0936,18.6769
15,6,10,17.0936,19.3293
15,7,10,17.0936,19.3293
15,8,10,17.0936,19.3293
15,9,10,17.0936,18.6769
15,10,10,17.0936,19.3293
15,1,11,19.2503,19.2503
15,2,11,19.2503,19.1427
15,3,11,19.2503,20.2732
15,4,11,19.2503,20.3228
15,5,11,19.2503,20.3228
15,6,11,19.2503,20.2732
15,7,11,19.2503,20.836
15,8,11,19.2503,20.3228
15,9,11,19.2503,20.2732
15,10,11,19.2503,20.4334
15,1,12,19.4834,19.4834
15,2,12,19.4834,20.0239
15,3,12,19.4834,21.3597
15,4,12,19.4834,21.3597
15,5,12,19.4834,21.381
15,6,12,19.4834,21.381
15,7,12,19.4834,21.381
15,8,12,19.4834,21.381
15,9,12,19.4834,21.381
15,10,12,19.4834,21.5839
15,1,13,18.2987,18.2987
15,2,13,18.2987,19.3289
15,3,13,18.2987,19.3289
15,4,13,18.2987,19.3589
15,5,13,18.2987,18.0948
15,6,13,18.2987,19.3589
15,7,13,18.2987,19.3589
15,8,13,18.2987,19.3589
15,9,13,18.2987,19.4514
15,10,13,18.2987,19.3589
15,1,14,19.1302,19.1302
15,2,14,19.1302,18.9222
15,3,14,19.1302,18.9222
15,4,14,19.1302,18.9222
15,5,14,19.1302,18.9222
15,6,14,19.1302,18.932
15,7,14,19.1302,18.932
15,8,14,19.1302,19.8127
15,9,14,19.1302,18.932
15,10,14,19.1302,18.9228
15,1,15,17.9097,17.9097
15,2,15,17.9097,18.6495
15,3,15,17.9097,20.1768
15,4,15,17.9097,20.1768
15,5,15,17.9097,20.1768
15,6,15,17.9097,20.242
15,7,15,17.9097,20.242
15,8,15,17.9097,20.3059
15,9,15,17.9097,20.3059
15,10,15,17.9097,20.3059
15,1,16,16.5655,16.5655
15,2,16,16.5655,18.3838
15,3,16,16.5655,18.2046
15,4,16,16.5655,18.2046
15,5,16,16.5655,20.3608
15,6,16,16.5655,20.3608
15,7,16,16.5655,20.2885
15,8,16,16.5655,20.0679
15,9,16,16.5655,20.0679
15,10,16,16.5655,20.2706
15,1,17,19.4422,19.4422
15,2,17,19.4422,18.6316
15,3,17,19.4422,18.3519
15,4,17,19.4422,19.927
15,5,17,19.4422,20.2073
15,6,17,19.4422,19.938
15,7,17,19.4422,19.927
15,8,17,19.4422,19.938
15,9,17,19.4422,19.938
15,10,17,19.4422,20.0839
15,1,18,18.4943,18.4943
15,2,18,18.4943,19.7551
15,3,18,18.4943,19.7551
15,4,18,18.4943,19.5392
15,5,18,18.4943,19.2824
15,6,18,18.4943,19.2824
15,7,18,18.4943,18.6447
15,8,18,18.4943,20.5217
15,9,18,18.4943,19.2824
15,10,18,18.4943,19.2824
15,1,19,19.5415,19.5415
15,2,19,19.5415,19.9792
15,3,19,19.5415,20.0052
15,4,19,19.5415,20.0052
15,5,19,19.5415,20.0052
15,6,19,19.5415,20.2772
15,7,19,19.5415,20.0052
15,8,19,19.5415,19.9712
15,9,19,19.5415,19.9712
15,10,19,19.5415,20.2199
20,1,0,31.4007,31.4007
20,2,0,31.4007,31.4007
20,3,0,31.4007,32.7316
20,4,0,31.4007,32.7316
20,5,0,31.4007,32.3541
20,6,0,31.4007,33.3968
20,7,0,31.4007,33.3968
20,8,0,31.4007,33.3968
20,9,0,31.4007,32.3541
20,10,0,31.4007,32.3541
20,1,1,30.1015,30.1015
20,2,1,30.1015,30.1015
20,3,1,30.1015,30.1203
20,4,1,30.1015,30.1203
20,5,1,30.1015,30.1203
20,6,1,30.1015,30.1203
20,7,1,30.1015,30.1203
20,8,1,30.1015,30.1203
20,9,1,30.1015,30.1203
20,10,1,30.1015,30.1203
20,1,2,31.7561,31.7561
20,2,2,31.7561,31.7561
20,3,2,31.7561,31.7561
20,4,2,31.7561,31.7561
20,5,2,31.7561,31.7561
20,6,2,31.7561,31.7561
20,7,2,31.7561,31.7561
20,8,2,31.7561,31.7561
20,9,2,31.7561,31.7561
20,10,2,31.7561,31.7561
20,1,3,31.5388,31.5388
20,2,3,31.5388,31.6714
20,3,3,31.5388,31.5517
20,4,3,31.5388,33.5911
20,5,3,31.5388,33.5029
20,6,3,31.5388,33.8068
20,7,3,31.5388,33.8068
20,8,3,31.5388,33.7249
20,9,3,31.5388,33.5029
20,10,3,31.5388,33.5029
20,1,4,35.2928,35.2928
20,2,4,35.2928,35.2928
20,3,4,35.2928,33.8799
20,4,4,35.2928,33.8799
20,5,4,35.2928,33.8799
20,6,4,35.2928,35.3828
20,7,4,35.2928,35.3828
20,8,4,35.2928,35.3828
20,9,4,35.2928,35.3828
20,10,4,35.2928,35.5864
20,1,5,31.5298,31.5298
20,2,5,31.5298,31.5298
20,3,5,31.5298,33.8297
20,4,5,31.5298,34.1536
20,5,5,31.5298,34.1536
20,6,5,31.5298,34.1557
20,7,5,31.5298,34.1557
20,8,5,31.5298,33.4171
20,9,5,31.5298,34.1557
20,10,5,31.5298,34.1557
20,1,6,32.8098,32.8098
20,2,6,32.8098,32.8098
20,3,6,32.8098,32.8098
20,4,6,32.8098,33.4503
20,5,6,32.8098,32.8098
20,6,6,32.8098,32.8098
20,7,6,32.8098,32.8098
20,8,6,32.8098,32.8098
20,9,6,32.8098,32.8098
20,10,6,32.8098,32.8098
20,1,7,32.7727,32.7727
20,2,7,32.7727,32.3945
20,3,7,32.7727,32.3945
20,4,7,32.7727,32.3945
20,5,7,32.7727,32.3945
20,6,7,32.7727,32.3945
20,7,7,32.7727,32.3945
20,8,7,32.7727,32.3945
20,9,7,32.7727,32.3945
20,10,7,32.7727,32.3945
20,1,8,34.2294,34.2294
20,2,8,34.2294,34.2294
20,3,8,34.2294,32.9374
20,4,8,34.2294,32.9374
20,5,8,34.2294,32.9374
20,6,8,34.2294,32.9374
20,7,8,34.2294,32.9374
20,8,8,34.2294,32.9374
20,9,8,34.2294,32.9374
20,10,8,34.2294,32.9374
20,1,9,31.7502,31.7502
20,2,9,31.7502,31.7502
20,3,9,31.7502,31.6106
20,4,9,31.7502,32.5451
20,5,9,31.7502,32.5451
20,6,9,31.7502,31.6106
20,7,9,31.7502,32.6829
20,8,9,31.7502,31.7502
20,9,9,31.7502,31.6106
20,10,9,31.7502,32.5451
20,1,10,33.8315,33.8315
20,2,10,33.8315,34.9182
20,3,10,33.8315,34.1039
20,4,10,33.8315,34.1039
20,5,10,33.8315,35.2731
20,6,10,33.8315,32.548
20,7,10,33.8315,32.548
20,8,10,33.8315,32.548
20,9,10,33.8315,32.548
20,10,10,33.8315,32.548
20,1,11,31.1505,31.1505
20,2,11,31.1505,32.1196
20,3,11,31.1505,34.591
20,4,11,31.1505,31.208
20,5,11,31.1505,31.208
20,6,11,31.1505,34.6803
20,7,11,31.1505,34.6803
20,8,11,31.1505,34.6803
20,9,11,31.1505,34.6803
20,10,11,31.1505,34.6803
20,1,12,31.3915,31.3915
20,2,12,31.3915,31.3331
20,3,12,31.3915,31.3915
20,4,12,31.3915,31.3915
20,5,12,31.3915,32.4302
20,6,12,31.3915,32.6435
20,7,12,31.3915,32.4554
20,8,12,31.3915,32.6435
20,9,12,31.3915,32.6435
20,10,12,31.3915,32.6435
20,1,13,35.6751,35.6751
20,2,13,35.6751,35.7352
20,3,13,35.6751,34.5054
20,4,13,35.6751,34.4697
20,5,13,35.6751,35.346
20,6,13,35.6751,34.5054
20,7,13,35.6751,34.5054
20,8,13,35.6751,34.5054
20,9,13,35.6751,34.5054
20,10,13,35.6751,35.346
20,1,14,33.8151,33.8151
20,2,14,33.8151,33.8151
20,3,14,33.8151,33.8151
20,4,14,33.8151,33.8151
20,5,14,33.8151,33.8151
20,6,14,33.8151,33.8151
20,7,14,33.8151,33.8151
20,8,14,33.8151,33.8151
20,9,14,33.8151,33.8151
20,10,14,33.8151,33.8151
20,1,15,33.312,33.312
20,2,15,33.312,33.312
20,3,15,33.312,32.8844
20,4,15,33.312,32.6225
20,5,15,33.312,32.6225
20,6,15,33.312,32.5497
20,7,15,33.312,32.5497
20,8,15,33.312,32.5497
20,9,15,33.312,32.5497
20,10,15,33.312,32.5497
20,1,16,31.4155,31.4155
20,2,16,31.4155,32.1924
20,3,16,31.4155,32.1924
20,4,16,31.4155,32.1924
20,5,16,31.4155,32.1924
20,6,16,31.4155,32.4687
20,7,16,31.4155,32.4687
20,8,16,31.4155,32.4687
20,9,16,31.4155,32.4687
20,10,16,31.4155,32.4687
20,1,17,33.4915,33.4915
20,2,17,33.4915,33.4277
20,3,17,33.4915,33.4277
20,4,17,33.4915,33.4277
20,5,17,33.4915,33.4277
20,6,17,33.4915,33.4277
20,7,17,33.4915,33.4277
